 id    type   Ptrue     P1      P2       Pi1      Pi2
 O_01330   O   255.30   255.75   230.95   256.41   231.48
 O_01331   O   209.21   208.77   134.05   208.77   134.05
 O_01332   O   412.20   416.67   312.50   423.73   313.48
 O_01333   O   263.37   261.78  1052.63   261.78   497.51
 O_01334   O   792.39   787.40  1063.83   787.40  1136.36
 O_01335   O   299.58   297.62   165.56   295.86   260.42
 O_01336   O   153.87   154.08   107.87   153.85   267.38
 O_01337   O   271.74   271.00  1086.96   271.00   244.50
 O_01338   O   119.98   118.48   179.86   117.37   166.67
 O_01339   O   209.21   209.21   134.05   209.64   193.42
 O_01340   O   161.81   162.07   353.36   162.34   354.61
 O_01341   O   119.98   120.05   157.98   117.51   158.48
 O_01342   O   205.38   205.34   131.93   205.76   384.62
 O_01343   O   135.10   135.50   182.82   190.11   361.01
 O_01344   O   142.63   144.30   101.11   145.35   100.50
 O_01345   O   270.27   268.10  1000.00   278.55  1149.42
 O_01346   O   429.00   431.03   520.83   431.03   520.83
 O_01347   O   208.59   210.08   131.41   210.53   207.04
 O_01348   O   146.80   146.41   161.03   146.41   160.51
 O_01349   O   330.25   328.95   165.02   328.95   164.47
 O_01350   O   245.88   245.70   161.29   245.10   917.43
 O_01351   O   277.01   275.48   245.70   274.73   245.10
 O_01352   O   232.29   234.19   465.12   232.56   462.96
 O_01353   O   208.59   209.21   134.95   135.13   209.64
 O_01354   O   762.78   763.36   113.38   826.45   171.82
 O_01355   O   107.04   107.30   118.76   107.41  1369.86
 O_01356   O   358.81   354.61   270.27   354.61   272.48
 O_01357   O   412.20   411.52   344.83   409.84   487.81
 O_01358   O   323.10   322.58   375.94   321.54   374.53
 O_01359   O   174.43   173.61   118.62   173.31   187.97
 O_01360   O   390.47   395.26   335.57   395.26   336.70
 O_01361   O   153.87   154.08   165.29   154.08   165.56
 O_01362   O   182.75   183.15   364.96   183.15   363.64
 O_01363   O   109.23   109.05   153.85   108.81   117.92
 O_01364   O   255.30   255.10   151.06   255.75   150.83
 O_01365   O   239.52   238.66   146.41   238.66   147.28
 O_01366   O   271.74   269.54  1086.96   268.82   146.41
 O_01367   O   169.21   170.07   313.48   170.07   313.48
 O_01368   O   130.38   130.21   217.39   129.70   137.55
 O_01369   O   390.47   392.16   323.62   187.62   390.62
 O_01370   O   228.21   225.73   431.03   223.21   434.78
 O_01371   O   254.71   261.10   224.22   264.55   231.48
 O_01372   O   103.56   103.52   571.43   103.20   106.38
 O_01373   O   232.29   231.48   462.96   230.95   208.77
 O_01374   O   171.76   172.12   117.51   171.82   117.51
 O_01375   O   191.06   187.62   124.38   175.44   187.27
 O_01376   O   203.79   203.25   448.43   203.67   442.48
 O_01377   O   143.97   143.68   490.20   143.47   236.97
 O_01378   O   256.21   258.40   588.24   258.40   588.24
 O_01379   O   247.77   246.91   306.75   245.70   306.75
 O_01380   O   174.43   174.52   325.73   174.22   325.73
 O_01381   O   249.00   248.14   204.08   248.76   140.84
 O_01382   O   330.25   334.45   169.20   334.45   169.21
 O_01383   O   171.76   171.82   323.62   171.82   184.84
 O_01384   O   208.51   208.33   133.69   207.90   133.69
 O_01385   O   201.74   201.21   213.22   467.29   198.81
 O_01386   O   119.98   119.90   175.13   117.79   326.80
 O_01387   O   148.26   149.03   260.42   147.28   263.16
 O_01388   O   176.68   171.53   348.43   171.53   348.43
 O_01389   O   390.47   406.50   136.24   425.53   212.77
 O_01390   O   193.16   393.70   192.31   386.10   191.57
 O_01391   O   691.56   709.22   386.10   645.16   218.82
 O_01392   O   193.16   193.80   330.03   192.68   331.13
 O_01393   O   254.39   255.75   213.22   255.75   213.22
 O_01394   O   239.52   238.66   709.22   238.66   877.19
 O_01395   O   376.36   374.53   194.55   374.53   194.55
 O_01396   O   212.50   209.64   480.77   210.08   465.12
 O_01397   O   215.01   215.05   136.05   149.70   215.98
 O_01398   O   241.31   240.38   145.56   240.38  1176.47
 O_01399   O   224.12   224.72   714.29   454.55   223.71
 O_01400   O   197.75   197.24   129.37   197.24   129.37
 O_01401   O   361.66   362.32   431.03   363.64   431.03
 O_01402   O   191.06   409.84   192.31   396.82   204.50
 O_01403   O   263.37   265.25   520.83   265.25   523.56
 O_01404   O   209.21   208.77   232.56   209.21   230.95
 O_01405   O   242.01   241.55   146.20   273.97   242.72
 O_01406   O   340.02   383.14   335.57   386.10   332.23
 O_01407   O   242.72   309.60   735.29   316.46   163.40
 O_01408   O   409.50   396.83   523.56   396.82   523.56
 O_01409   O   182.88   181.82   359.71   182.81   344.83
 O_01410   O   205.72   206.19   462.96   206.61   456.62
 O_01411   O   361.66   366.30   183.49   373.13   189.04
 O_01412   O   197.75   129.53   137.17   129.53   137.17
 O_01413   O   231.80   230.41   689.66   684.93   230.95
 O_01414   O   254.71   257.07   151.52   257.07   151.51
 O_01415   O   169.90   170.94   194.55   173.61   352.11
 O_01416   O   142.63   143.27   148.37   149.25   104.82
 O_01417   O   208.51   209.21   609.76   209.21   143.68
 O_01418   O   164.53   163.67   113.12   112.49   337.84
 O_01419   O   205.72   207.90   483.09   133.69   465.12
 O_01420   O   182.48   183.15   364.96   182.81   366.30
 O_01421   O   279.56   280.11   158.48   272.48   152.67
 O_01422   O   389.26   387.60   187.97   389.11   473.93
 O_01423   O   361.66   359.71   285.71   358.42   285.71
 O_01424   O   376.79   375.94   297.62   375.94   302.12
 O_01425   O   167.50   168.07   383.14   168.92   378.79
 O_01426   O   143.97   144.09   234.19   145.56   233.10
 O_01427   O   271.74   263.16   160.51   263.16   160.51
 O_01428   O   148.02   146.41   104.17   146.84   106.05
 O_01429   O   175.99   176.37   117.51   176.68   167.78
 O_01430   O   108.60   108.23   151.98   108.58   141.24
 O_01431   O   148.48   148.37   249.38   148.15   249.38
 O_01432   O   256.21   257.07   128.87   257.07   128.87
 O_01433   O   231.80   232.56   636.94   232.56   636.94
 O_01434   O   176.68   347.22   319.49   316.46   173.61
 O_01435   O   271.74   271.00   236.97   271.00   239.23
 O_01436   O   119.98   120.05   111.36   119.90   111.98
 O_01437   O   277.01   276.24   315.46   276.24   315.46
 O_01438   O   174.19   173.61   374.53   173.91   187.27
 O_01439   O   167.50   168.07   190.11   127.55   139.66
 O_01440   O   182.48   361.01   183.15   357.14   177.94
 O_01441   O   198.02   197.63   436.68   197.24   409.84
 O_01442   O   243.19   241.55   480.77   251.26   268.10
 O_01443   O   270.42   271.74   990.10   272.48   313.48
 O_01444   O   207.08   458.72   205.34   458.72   229.36
 O_01445   O   253.81   254.45   309.60   272.48   162.07
 O_01446   O   202.72   203.25  1086.96   203.25   549.45
 O_01447   O   119.98   120.05   107.53   120.05   112.61
 O_01448   O   358.81   353.36   180.51   354.61   180.83
 O_01449   O   607.53   606.06   229.36   207.47   606.06
 O_01450   O   195.81   195.69   136.99   196.08   136.61
 O_01451   O   161.68   161.29   322.58   161.29   322.58
 O_01452   O   239.12   240.38   729.93   152.67   245.70
 O_01453   O   323.10   322.58   172.12   322.58   172.41
 O_01454   O   174.52   177.30   118.06   176.68   123.76
 O_01455   O   176.68   337.84   175.44   346.02   176.37
 O_01456   O   242.01   242.72   680.27   242.72   146.63
 O_01457   O   278.78   279.33   155.52   264.55  1063.83
 O_01458   O   382.26   393.70   209.21   400.00   352.11
 O_01459   O   202.18   202.84   133.87   203.67   138.12
 O_01460   O   191.06   191.94   403.23   191.94   403.23
 O_01461   O   176.55   176.37   381.68   190.11   176.06
 O_01462   O   361.66   359.71   118.34   359.71   171.82
 O_01463   O   103.56   103.52   143.47   103.41   108.46
 O_01464   O   228.21   406.50   228.83   411.52   227.79
 O_01465   O   390.62   393.70   323.62   359.71   414.94
 O_01466   O   242.01   241.55   298.51   241.55   296.74
 O_01467   O   226.19   226.24   452.49   452.49   225.73
 O_01468   O   202.18   202.02   446.43   202.02   444.44
 O_01469   O   148.48   149.48   261.10   147.93   265.96
 O_01470   O   171.88   173.91   322.58   173.91   161.55
 O_01471   O   182.48   183.15   363.64   183.15   364.96
 O_01472   O   239.52   239.23   480.77   478.47   239.81
 O_01473   O   148.48   148.15   270.27   147.93   157.48
 O_01474   O   429.00   434.78   367.65   434.78   362.32
 O_01475   O   207.08   193.80   207.04   194.93   421.94
 O_01476   O   564.97  1149.43   275.48  1136.36   275.48
 O_01477   O   195.81   194.17   127.71   198.02   126.10
 O_01478   O   143.57   143.47   238.66   143.27   581.39
 O_01479   O   166.97   167.22   306.75   306.75   167.50
 O_01480   O   218.29   219.30   546.45   218.82   245.10
 O_01481   O   409.50   409.84   184.50   411.52   490.20
 O_01482   O   205.38   204.50   225.73   204.50   224.72
 O_01483   O   182.75   182.82   366.30   183.49   199.20
 O_01484   O   231.80   232.56   143.06   232.56   142.86
 O_01485   O   207.08   207.47   467.29   207.47   465.12
 O_01486   O   233.81   233.64   641.03   233.65   641.03
 O_01487   O   388.35   393.70   192.31   192.68   211.42
 O_01488   O   127.60   127.39   103.20   127.23   103.31
 O_01489   O   176.68   178.57   172.71   182.48   172.41
 O_01490   O   197.75   201.21   444.44   418.41   202.43
 O_01491   O   188.79   189.04   377.36   191.57   364.96
 O_01492   O   254.39   255.10   150.83   255.10   286.53
 O_01493   O   200.12   202.43   315.46   373.13   194.55
 O_01494   O   281.61   280.90  1123.60   280.90  1111.11
 O_01495   O   175.04   175.75   350.88   172.12   344.83
 O_01496   O   390.47   390.62   215.52   393.70   178.25
 O_01497   O   354.99   178.25   172.71   357.14   387.60
 O_01498   O   209.21   208.33   220.75   334.45   213.68
 O_01499   O   169.21   315.46   170.07   315.46   170.07
 O_01500   O   161.68   160.26   142.86   160.51   143.27
 O_01501   O   206.40   206.61   462.96   206.61   190.11
 O_01502   O   376.36   189.39   380.23   189.39   380.23
 O_01503   O   152.25   153.37   107.53   104.38   143.06
 O_01504   O   200.12   200.80   131.06   200.40   131.23
 O_01505   O   113.46   113.12   162.07   113.25   119.62
 O_01506   O   148.26   147.93   138.12   138.50   147.71
 O_01507   O   263.37   261.10   518.13   515.46   259.07
 O_01508   O   322.06   980.39   414.94  1369.86   408.16
 O_01509   O   279.56   279.33  1250.00   265.25  1470.59
 O_01510   O   120.69   120.48   178.89   120.63   114.81
 O_01511   O   330.25   330.03   943.40   334.45  1010.10
 O_01512   O   243.19   243.31   262.47   243.31   216.45
 O_01513   O   242.01   242.13   719.42   250.63   555.56
 O_01514   O   361.66   359.71   180.83   359.71   181.16
 O_01515   O   161.81   161.55   112.36   161.55   173.61
 O_01516   O   127.60   127.39   194.93   127.23   120.48
 O_01517   O   176.68   175.44   353.36   352.11   176.06
 O_01518   O   127.60   127.23   195.31   126.26   332.23
 O_01519   O   239.98   240.96   160.00   241.55   194.18
 O_01520   O   171.88   173.31   326.80   173.61   377.36
 O_01521   O   323.10   336.70   167.50   336.70   167.50
 O_01522   O   361.66   361.01  1666.67   361.01   107.18
 O_01523   O   217.11   216.45   129.70   216.45   198.81
 O_01524   O   281.61   282.49   327.87   283.29   325.73
 O_01525   O   547.05   564.97   251.89   561.80   250.63
 O_01526   O   169.21   169.20   316.46   169.21   158.23
 O_01527   O   266.52   263.85   324.68  1086.96   310.56
 O_01528   O   182.75   183.15   364.96   184.16   353.36
 O_01529   O   334.11   332.23   384.62   330.03   387.60
 O_01530   O   108.60   108.70   154.08   108.93   154.32
 O_01531   O   564.97   757.58   564.97   763.36   552.49
 O_01532   O   209.12   209.64   136.80   209.64   136.80
 O_01533   O   334.11   332.23   280.11   326.80   280.90
 O_01534   O   152.25   152.44   143.06   152.44   142.65
 O_01535   O   227.07   228.31   141.24   228.31   206.61
 O_01536   O   333.44   330.03   196.46   358.42   189.39
 O_01537   O   143.57   142.86   153.61   145.14   406.50
 O_01538   O   191.06   387.60   191.57   387.60   192.31
 O_01539   O   382.26   380.23   187.27   362.32   191.21
 O_01540   O   224.12   224.72   561.80   224.22   555.56
 O_01541   O   334.11   331.13   175.13   330.03   384.62
 O_01542   O   207.08   205.76   149.70   206.61   132.63
 O_01543   O   205.38   205.34   247.52   205.76   246.31
 O_01544   O   169.21   316.46   170.36   316.46   277.78
 O_01545   O   146.26   145.14   248.14   145.14   266.67
 O_01546   O   371.88   361.01   184.16   363.64   340.14
 O_01547   O   271.52   267.38   237.53   267.38   238.09
 O_01548   O   167.50   167.50   115.34   167.50   181.16
 O_01549   O   196.39   196.08   125.47   199.60   128.04
 O_01550   O   212.50   214.59   409.84   214.59   409.84
 O_01551   O   109.23   108.93   164.20   108.93   164.75
 O_01552   O   271.52   269.54  1098.90   269.54  1098.90
 O_01553   O   179.12   179.21   285.71   168.92   179.21
 O_01554   O   203.79   203.25   446.43   203.25   442.48
 O_01555   O   150.92   151.52   106.04   151.75   107.53
 O_01556   O   376.36   380.23   456.62   381.68   452.49
 O_01557   O   792.39   775.19  1612.90   775.19  1612.90
 O_01558   O   388.35   384.62   164.74   380.23   163.40
 O_01559   O   202.72   204.08   129.70   207.90   512.82
 O_01560   O   174.43   175.44   152.67   153.61   176.68
 O_01561   O   607.53  1265.82   617.28   900.90   257.73
 O_01562   O   350.14   353.36   404.86   353.36   404.86
 O_01563   O   174.19   173.91   331.13   174.22   332.23
 O_01564   O   634.92   645.16   235.85   645.16   909.09
 O_01565   O   143.97   234.74   143.88   234.74   143.88
 O_01566   O   523.29   497.51   628.93   497.51   628.93
 O_01567   O   113.46   111.98   104.49   183.15   121.95
 O_01568   O   447.83   471.70  1176.47   495.05  1052.63
 O_01569   O   242.01   242.13   221.24   242.72   148.15
 O_01570   O   188.79   178.89   352.11   180.50   354.61
 O_01571   O   161.81   162.60   112.49   114.81   165.29
 O_01572   O   376.79   373.13   549.45   373.13   561.80
 O_01573   O   107.04   107.53   152.21   432.90   145.77
 O_01574   O   330.25   331.13   884.96   330.03   892.86
 O_01575   O   203.50   204.08   495.05   207.47   531.91
 O_01576   O   182.88   184.16   366.30   183.82   170.36
 O_01577   O   231.80   232.02   257.07   232.02   257.07
 O_01578   O   358.42   357.14   178.25   306.75   359.71
 O_01579   O   239.52   238.66   142.86   239.81   140.84
 O_01580   O   319.69   318.47   171.23   319.49   160.77
 O_01581   O   429.00   214.13   133.16   127.39   128.87
 O_01582   O   215.01   214.59   152.44   214.13   136.61
 O_01583   O   165.89   165.29   303.95   164.47   303.95
 O_01584   O   171.76   116.41   170.65   116.82   167.22
 O_01585   O   334.11   331.13   265.96   332.23   175.13
 O_01586   O   166.97   166.39   307.69   165.84   155.04
 O_01587   O   169.21   168.92   320.51   166.94   286.53
 O_01588   O   229.99   231.48   143.88   232.02   144.09
 O_01589   O   177.15   350.88   177.62   172.41   348.43
 O_01590   O   241.31   242.72   327.87   244.50   141.04
 O_01591   O   390.47   392.16   213.68   392.16   213.22
 O_01592   O   152.25   151.98   163.40   151.75   163.40
 O_01593   O   203.62   208.33   205.34   210.97   456.62
 O_01594   O   120.69   120.48   177.94   120.34   113.89
 O_01595   O   792.39  1052.63   800.00   581.39   467.29
 O_01596   O   176.68   349.65   176.68   348.43   423.73
 O_01597   O   205.38   205.76   471.70   205.34   471.70
 O_01598   O   200.08   199.60   434.78   199.60   131.06
 O_01599   O   247.77   247.52   221.24   247.53   222.22
 O_01600   O   174.19   174.22   325.73   174.22   162.07
 O_01601   O   256.21   248.14   510.20   219.78   490.20
 O_01602   O   447.83   448.43   386.10   450.45   381.68
 O_01603   O   376.79   373.13   210.53   373.13   209.64
 O_01604   O   271.52   270.27   156.01   144.93   155.52
 O_01605   O   146.26   146.41   104.82   105.37   146.63
 O_01606   O   205.72   205.34   131.93   205.34   131.93
 O_01607   O   205.38   204.50   227.27   204.92   226.24
 O_01608   O   358.81   354.61   181.82   354.61   182.15
